"Resource","Total.Capacity","Current.Census","Available","Current.Utilization","Available.Capacity","Date"
"Ventilators",250,93,"157",37.2,62.8,2020-08-02 18:12:00
"All Hospital Beds",3106,2126,"980",68.4,31.6,2020-08-03 00:12:00
"ICU Beds",272,215,"57",79,21,2020-08-03 00:12:00
"Ventilators",250,93,"157",37.2,62.8,2020-08-03 00:12:00
"All Hospital Beds",3106,2126,"980",68.4,31.6,2020-08-03 06:12:00
"ICU Beds",272,215,"57",79,21,2020-08-03 06:12:00
"Ventilators",250,93,"157",37.2,62.8,2020-08-03 06:12:00
"All Hospital Beds",3106,2126,"980",68.4,31.6,2020-08-03 12:12:00
"ICU Beds",272,215,"57",79,21,2020-08-03 12:12:00
"Ventilators",250,93,"157",37.2,62.8,2020-08-03 12:12:00
"All Hospital Beds",3106,2126,"980",68.4,31.6,2020-08-03 18:12:00
"ICU Beds",272,215,"57",79,21,2020-08-03 18:12:00
"Ventilators",250,93,"157",37.2,62.8,2020-08-03 18:12:00
"All Hospital Beds",3106,2126,"980",68.4,31.6,2020-08-04 08:55:49
"ICU Beds",272,215,"57",79,21,2020-08-04 08:55:49
"Ventilators",250,93,"157",37.2,62.8,2020-08-04 08:55:49
"All Hospital Beds",3106,2126,"980",68.4,31.6,2020-08-04 12:12:00
"ICU Beds",272,215,"57",79,21,2020-08-04 12:12:00
"Ventilators",250,93,"157",37.2,62.8,2020-08-04 12:12:00
"All Hospital Beds",3106,2126,"980",68.4,31.6,2020-08-04 18:12:00
"ICU Beds",272,215,"57",79,21,2020-08-04 18:12:00
"Ventilators",250,93,"157",37.2,62.8,2020-08-04 18:12:00
"All Hospital Beds",3106,2126,"980",68.4,31.6,2020-08-05 00:12:00
"ICU Beds",272,215,"57",79,21,2020-08-05 00:12:00
"Ventilators",250,93,"157",37.2,62.8,2020-08-05 00:12:00
"All Hospital Beds",3106,2126,"980",68.4,31.6,2020-08-05 06:12:00
"ICU Beds",272,215,"57",79,21,2020-08-05 06:12:00
"Ventilators",250,93,"157",37.2,62.8,2020-08-05 06:12:00
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-05 12:12:01
"ICU Beds",278,225,"53",80.9,19.1,2020-08-05 12:12:01
"Ventilators",249,107,"142",43,57,2020-08-05 12:12:01
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-05 18:12:01
"ICU Beds",278,225,"53",80.9,19.1,2020-08-05 18:12:01
"Ventilators",249,107,"142",43,57,2020-08-05 18:12:01
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-06 09:54:21
"ICU Beds",278,225,"53",80.9,19.1,2020-08-06 09:54:21
"Ventilators",249,107,"142",43,57,2020-08-06 09:54:21
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-06 12:12:00
"ICU Beds",278,225,"53",80.9,19.1,2020-08-06 12:12:00
"Ventilators",249,107,"142",43,57,2020-08-06 12:12:00
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-06 18:12:00
"ICU Beds",278,225,"53",80.9,19.1,2020-08-06 18:12:00
"Ventilators",249,107,"142",43,57,2020-08-06 18:12:00
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-07 00:12:00
"ICU Beds",278,225,"53",80.9,19.1,2020-08-07 00:12:00
"Ventilators",249,107,"142",43,57,2020-08-07 00:12:00
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-07 06:12:00
"ICU Beds",278,225,"53",80.9,19.1,2020-08-07 06:12:00
"Ventilators",249,107,"142",43,57,2020-08-07 06:12:00
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-07 21:19:24
"ICU Beds",278,225,"53",80.9,19.1,2020-08-07 21:19:24
"Ventilators",249,107,"142",43,57,2020-08-07 21:19:24
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-08 10:35:30
"ICU Beds",278,225,"53",80.9,19.1,2020-08-08 10:35:30
"Ventilators",249,107,"142",43,57,2020-08-08 10:35:30
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-08 12:12:00
"ICU Beds",278,225,"53",80.9,19.1,2020-08-08 12:12:00
"Ventilators",249,107,"142",43,57,2020-08-08 12:12:00
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-08 20:36:17
"ICU Beds",278,225,"53",80.9,19.1,2020-08-08 20:36:17
"Ventilators",249,107,"142",43,57,2020-08-08 20:36:17
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-09 09:04:26
"ICU Beds",278,225,"53",80.9,19.1,2020-08-09 09:04:26
"Ventilators",249,107,"142",43,57,2020-08-09 09:04:26
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-09 12:12:00
"ICU Beds",278,225,"53",80.9,19.1,2020-08-09 12:12:00
"Ventilators",249,107,"142",43,57,2020-08-09 12:12:00
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-09 21:19:21
"ICU Beds",278,225,"53",80.9,19.1,2020-08-09 21:19:21
"Ventilators",249,107,"142",43,57,2020-08-09 21:19:21
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-10 13:01:52
"ICU Beds",278,225,"53",80.9,19.1,2020-08-10 13:01:52
"Ventilators",249,107,"142",43,57,2020-08-10 13:01:52
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-10 19:12:00
"ICU Beds",278,225,"53",80.9,19.1,2020-08-10 19:12:00
"Ventilators",249,107,"142",43,57,2020-08-10 19:12:00
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-11 01:12:00
"ICU Beds",278,225,"53",80.9,19.1,2020-08-11 01:12:00
"Ventilators",249,107,"142",43,57,2020-08-11 01:12:00
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-11 07:12:00
"ICU Beds",278,225,"53",80.9,19.1,2020-08-11 07:12:00
"Ventilators",249,107,"142",43,57,2020-08-11 07:12:00
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-11 12:12:01
"ICU Beds",278,225,"53",80.9,19.1,2020-08-11 12:12:01
"Ventilators",249,107,"142",43,57,2020-08-11 12:12:01
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-11 13:12:00
"ICU Beds",278,225,"53",80.9,19.1,2020-08-11 13:12:00
"Ventilators",249,107,"142",43,57,2020-08-11 13:12:00
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-11 19:12:00
"ICU Beds",278,225,"53",80.9,19.1,2020-08-11 19:12:00
"Ventilators",249,107,"142",43,57,2020-08-11 19:12:00
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-12 01:12:00
"ICU Beds",278,225,"53",80.9,19.1,2020-08-12 01:12:00
"Ventilators",249,107,"142",43,57,2020-08-12 01:12:00
"All Hospital Beds",3066,2140,"926",69.8,30.2,2020-08-12 07:12:00
"ICU Beds",278,225,"53",80.9,19.1,2020-08-12 07:12:00
"Ventilators",249,107,"142",43,57,2020-08-12 07:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-12 13:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-12 13:12:00
"Ventilators",250,80,"170",32,68,2020-08-12 13:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-12 17:49:32
"ICU Beds",278,195,"83",70.1,29.9,2020-08-12 17:49:32
"Ventilators",250,80,"170",32,68,2020-08-12 17:49:32
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-12 19:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-12 19:12:00
"Ventilators",250,80,"170",32,68,2020-08-12 19:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-13 01:12:01
"ICU Beds",278,195,"83",70.1,29.9,2020-08-13 01:12:01
"Ventilators",250,80,"170",32,68,2020-08-13 01:12:01
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-13 07:12:01
"ICU Beds",278,195,"83",70.1,29.9,2020-08-13 07:12:01
"Ventilators",250,80,"170",32,68,2020-08-13 07:12:01
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-13 13:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-13 13:12:00
"Ventilators",250,80,"170",32,68,2020-08-13 13:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-13 19:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-13 19:12:00
"Ventilators",250,80,"170",32,68,2020-08-13 19:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-14 01:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-14 01:12:00
"Ventilators",250,80,"170",32,68,2020-08-14 01:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-14 07:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-14 07:12:00
"Ventilators",250,80,"170",32,68,2020-08-14 07:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-14 13:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-14 13:12:00
"Ventilators",250,80,"170",32,68,2020-08-14 13:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-14 19:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-14 19:12:00
"Ventilators",250,80,"170",32,68,2020-08-14 19:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-15 01:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-15 01:12:00
"Ventilators",250,80,"170",32,68,2020-08-15 01:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-15 07:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-15 07:12:00
"Ventilators",250,80,"170",32,68,2020-08-15 07:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-15 12:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-15 12:12:00
"Ventilators",250,80,"170",32,68,2020-08-15 12:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-15 13:12:01
"ICU Beds",278,195,"83",70.1,29.9,2020-08-15 13:12:01
"Ventilators",250,80,"170",32,68,2020-08-15 13:12:01
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-15 18:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-15 18:12:00
"Ventilators",250,80,"170",32,68,2020-08-15 18:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-15 19:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-15 19:12:00
"Ventilators",250,80,"170",32,68,2020-08-15 19:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-16 01:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-16 01:12:00
"Ventilators",250,80,"170",32,68,2020-08-16 01:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-16 07:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-16 07:12:00
"Ventilators",250,80,"170",32,68,2020-08-16 07:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-16 12:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-16 12:12:00
"Ventilators",250,80,"170",32,68,2020-08-16 12:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-16 13:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-16 13:12:00
"Ventilators",250,80,"170",32,68,2020-08-16 13:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-16 19:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-16 19:12:00
"Ventilators",250,80,"170",32,68,2020-08-16 19:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-17 00:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-17 00:12:00
"Ventilators",250,80,"170",32,68,2020-08-17 00:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-17 01:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-17 01:12:00
"Ventilators",250,80,"170",32,68,2020-08-17 01:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-17 06:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-17 06:12:00
"Ventilators",250,80,"170",32,68,2020-08-17 06:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-17 07:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-17 07:12:00
"Ventilators",250,80,"170",32,68,2020-08-17 07:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-17 13:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-17 13:12:00
"Ventilators",250,80,"170",32,68,2020-08-17 13:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-17 19:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-17 19:12:00
"Ventilators",250,80,"170",32,68,2020-08-17 19:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-18 01:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-18 01:12:00
"Ventilators",250,80,"170",32,68,2020-08-18 01:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-18 07:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-18 07:12:00
"Ventilators",250,80,"170",32,68,2020-08-18 07:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-18 13:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-18 13:12:00
"Ventilators",250,80,"170",32,68,2020-08-18 13:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-18 19:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-18 19:12:00
"Ventilators",250,80,"170",32,68,2020-08-18 19:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-19 01:12:00
"ICU Beds",278,195,"83",70.1,29.9,2020-08-19 01:12:00
"Ventilators",250,80,"170",32,68,2020-08-19 01:12:00
"All Hospital Beds",3057,2084,"973",68.2,31.8,2020-08-19 07:12:01
"ICU Beds",278,195,"83",70.1,29.9,2020-08-19 07:12:01
"Ventilators",250,80,"170",32,68,2020-08-19 07:12:01
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-19 13:12:00
"ICU Beds",278,228,"50",82,18,2020-08-19 13:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-19 13:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-19 19:12:00
"ICU Beds",278,228,"50",82,18,2020-08-19 19:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-19 19:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-20 01:12:00
"ICU Beds",278,228,"50",82,18,2020-08-20 01:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-20 01:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-20 07:12:00
"ICU Beds",278,228,"50",82,18,2020-08-20 07:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-20 07:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-20 13:12:00
"ICU Beds",278,228,"50",82,18,2020-08-20 13:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-20 13:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-20 19:12:01
"ICU Beds",278,228,"50",82,18,2020-08-20 19:12:01
"Ventilators",250,87,"163",34.8,65.2,2020-08-20 19:12:01
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-21 01:12:00
"ICU Beds",278,228,"50",82,18,2020-08-21 01:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-21 01:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-21 07:12:00
"ICU Beds",278,228,"50",82,18,2020-08-21 07:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-21 07:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-21 13:12:00
"ICU Beds",278,228,"50",82,18,2020-08-21 13:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-21 13:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-21 19:12:00
"ICU Beds",278,228,"50",82,18,2020-08-21 19:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-21 19:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-22 01:12:00
"ICU Beds",278,228,"50",82,18,2020-08-22 01:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-22 01:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-22 07:12:00
"ICU Beds",278,228,"50",82,18,2020-08-22 07:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-22 07:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-22 13:12:00
"ICU Beds",278,228,"50",82,18,2020-08-22 13:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-22 13:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-22 19:12:01
"ICU Beds",278,228,"50",82,18,2020-08-22 19:12:01
"Ventilators",250,87,"163",34.8,65.2,2020-08-22 19:12:01
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-23 01:12:00
"ICU Beds",278,228,"50",82,18,2020-08-23 01:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-23 01:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-23 07:12:00
"ICU Beds",278,228,"50",82,18,2020-08-23 07:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-23 07:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-23 13:12:00
"ICU Beds",278,228,"50",82,18,2020-08-23 13:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-23 13:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-23 19:12:00
"ICU Beds",278,228,"50",82,18,2020-08-23 19:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-23 19:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-24 01:12:00
"ICU Beds",278,228,"50",82,18,2020-08-24 01:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-24 01:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-24 07:12:00
"ICU Beds",278,228,"50",82,18,2020-08-24 07:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-24 07:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-24 13:12:00
"ICU Beds",278,228,"50",82,18,2020-08-24 13:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-24 13:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-24 19:12:00
"ICU Beds",278,228,"50",82,18,2020-08-24 19:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-24 19:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-25 00:12:00
"ICU Beds",278,228,"50",82,18,2020-08-25 00:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-25 00:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-25 01:12:00
"ICU Beds",278,228,"50",82,18,2020-08-25 01:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-25 01:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-25 06:12:00
"ICU Beds",278,228,"50",82,18,2020-08-25 06:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-25 06:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-25 07:12:00
"ICU Beds",278,228,"50",82,18,2020-08-25 07:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-25 07:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-25 13:12:00
"ICU Beds",278,228,"50",82,18,2020-08-25 13:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-25 13:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-25 18:12:01
"ICU Beds",278,228,"50",82,18,2020-08-25 18:12:01
"Ventilators",250,87,"163",34.8,65.2,2020-08-25 18:12:01
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-25 19:12:00
"ICU Beds",278,228,"50",82,18,2020-08-25 19:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-25 19:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-26 01:12:00
"ICU Beds",278,228,"50",82,18,2020-08-26 01:12:00
"Ventilators",250,87,"163",34.8,65.2,2020-08-26 01:12:00
"All Hospital Beds",3057,2253,"804",73.7,26.3,2020-08-26 07:12:01
"ICU Beds",278,228,"50",82,18,2020-08-26 07:12:01
"Ventilators",250,87,"163",34.8,65.2,2020-08-26 07:12:01
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-26 13:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-26 13:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-26 13:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-26 19:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-26 19:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-26 19:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-27 00:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-27 00:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-27 00:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-27 01:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-27 01:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-27 01:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-27 06:12:01
"ICU Beds",278,221,"57",79.35,20.5,2020-08-27 06:12:01
"Ventilators",243,96,"147",39.5,60.5,2020-08-27 06:12:01
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-27 07:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-27 07:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-27 07:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-27 13:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-27 13:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-27 13:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-27 19:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-27 19:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-27 19:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-28 00:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-28 00:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-28 00:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-28 01:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-28 01:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-28 01:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-28 06:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-28 06:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-28 06:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-28 07:12:01
"ICU Beds",278,221,"57",79.35,20.5,2020-08-28 07:12:01
"Ventilators",243,96,"147",39.5,60.5,2020-08-28 07:12:01
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-28 12:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-28 12:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-28 12:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-28 13:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-28 13:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-28 13:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-28 18:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-28 18:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-28 18:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-28 19:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-28 19:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-28 19:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-29 00:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-29 00:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-29 00:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-29 01:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-29 01:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-29 01:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-29 06:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-29 06:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-29 06:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-29 07:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-29 07:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-29 07:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-29 13:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-29 13:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-29 13:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-29 18:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-29 18:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-29 18:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-29 19:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-29 19:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-29 19:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-30 01:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-30 01:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-30 01:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-30 07:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-30 07:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-30 07:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-30 12:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-30 12:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-30 12:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-30 13:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-30 13:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-30 13:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-30 19:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-30 19:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-30 19:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-31 01:12:01
"ICU Beds",278,221,"57",79.35,20.5,2020-08-31 01:12:01
"Ventilators",243,96,"147",39.5,60.5,2020-08-31 01:12:01
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-31 07:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-31 07:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-31 07:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-31 13:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-31 13:12:00
"Ventilators",243,96,"147",39.5,60.5,2020-08-31 13:12:00
"All Hospital Beds",3060,2244,"816",73.3,26.7,2020-08-31 18:12:00
"ICU Beds",278,221,"57",79.35,20.5,2020-08-31 18:12:00
